WALKING WALKING_UPSTAIRS WALKING_DOWNSTAIRS SITTING STANDING LAYING variable
0.4242123 0.05792484 0.3568452 0.5604355 0.399431 -0.8454833 12
-0.1554317 0.03612417 -0.103307 0.5343188 0.6062612 -0.8323249 12
-0.1761563 0.1822634 0.2112493 -0.09185081 0.09841969 0.3337307 12
-0.02449502 -0.04570113 -0.02165738 -0.05732925 0.09859911 0.2675688 12
0.1984421 0.2582801 0.4038942 -0.1668007 0.1116563 -0.01118567 12
0.1986851 0.03872424 0.176071 0.1690137 0.4515994 -0.07289757 12
0.2662752 0.1017787 0.3006653 0.3768369 0.2165368 -0.664193 12
-0.4893703 -0.5840713 0.418637 0.4414896 0.670379 -0.4584299 12
-0.02166573 0.2456874 -0.06763865 0.2719836 0.3014515 0.06483197 12
-0.05790621 -0.0593746 0.07011972 0.2515509 -0.1366787 -0.01540052 12
0.02871915 0.2156462 0.1071651 0.6634782 0.484819 -0.9305016 12
-0.09551708 0.1087058 0.4440924 0.2171809 0.3852837 -0.5308088 12
0.001199914 0.2520492 0.258308 0.4571998 0.4076341 -0.2427732 12
0.3635291 0.4121475 0.2697538 0.03595162 0.232419 -0.4416646 12
0.05742582 0.02521213 0.2860675 0.05879741 0.4324715 -0.867531 12
-0.05369521 0.310171 0.3638821 0.6722238 0.5945127 -0.5327448 12
0.31535 0.1358527 0.05400659 0.4963151 0.7337928 -0.7350432 12
-0.06878879 -0.2816375 0.03077842 0.3364993 0.2474273 -0.653262 12
-0.1712842 -0.358456 0.03879017 0.4426342 0.5078517 -0.4554091 12
0.2331235 0.04808669 0.3630823 0.4953078 0.632701 -0.3939655 12
0.2683245 -0.2083491 0.4646248 0.6570647 0.4185798 -0.3801637 12
0.1469386 -0.1730938 0.05542464 0.1484264 0.008277672 -0.8053282 12
0.1666648 0.3911707 0.3882681 0.4692767 0.6467885 -0.1194607 12
-0.3684336 -0.5097683 0.04295727 0.2388407 0.3691504 -0.5702492 12
0.07404163 0.1013727 0.05415532 0.07748252 0.07537665 0.08108653 13
0.06180807 0.07445078 0.1100406 0.07225644 0.07475886 0.08259725 13
0.08147459 0.0426881 0.07256893 0.07260984 0.07509006 0.07698111 13
0.07835291 0.05609719 0.09718627 0.07845002 0.07213284 0.09344942 13
0.08458888 0.07954435 0.1096506 0.07495774 0.07251899 0.08481648 13
0.06995859 0.07210675 0.1036813 0.07547216 0.07306996 0.0963482 13
0.09014626 0.07246499 0.09689262 0.06685198 0.07519151 0.0968904 13
0.07033935 0.08138168 0.1189381 0.07867138 0.0753739 0.08783269 13
0.07043573 0.06922662 0.130193 0.07700501 0.07600321 0.08807345 13
0.08579438 0.06488293 0.1009594 0.07753725 0.08097844 0.07381506 13
0.08297093 0.09685617 0.08971687 0.07617773 0.07600977 0.07666453 13
0.0457644 0.07286608 0.06215003 0.07712777 0.07446318 0.08542954 13
0.08095902 0.06924421 0.1017045 0.07528659 0.0758631 0.07677748 13
0.07208779 0.0803303 0.04286316 0.07418788 0.07379337 0.09814038 13
0.08977707 0.07297243 0.07114572 0.07847928 0.07522807 0.07675154 13
0.07702238 0.07625267 0.09078571 0.07343467 0.07364389 0.07839603 13
0.07731886 0.07680442 0.1182509 0.07507099 0.0740865 0.07790897 13
0.07675243 0.0812402 0.0809044 0.07662289 0.07535395 0.0749985 13
0.08222463 0.08315451 0.07309303 0.07537471 0.07541204 0.0772318 13
0.08412343 0.08364513 0.06950311 0.07465684 0.07635562 0.0892716 13
0.07822518 0.1040342 0.09014529 0.07571098 0.07545439 0.08201502 13
0.06277776 0.08771722 0.1015846 0.08076873 0.07523229 0.07522022 13
0.09873191 0.072365 0.05780106 0.07700224 0.07502065 0.08317876 13
0.0731939 0.08623101 0.08026198 0.07633185 0.07461774 0.08072123 13
0.07217207 0.07400414 0.1106569 0.0752087 0.07523373 0.08790717 13
0.06523037 0.07556453 0.1114708 0.07644432 0.07535782 0.08665025 13
0.0684332 0.07347635 0.09362732 0.0779039 0.07496998 0.07662686 13
0.09311222 0.07068319 0.09726535 0.07686716 0.07531316 0.07807706 13
0.08537433 0.1063452 0.0636872 0.07454381 0.07530525 0.07188612 13
0.068869 0.05798404 0.0883933 0.07600577 0.07524145 0.07521967 13
0.02827211 0.01948631 0.02965045 -0.0006191028 0.007975731 0.003838204 14
0.01824927 -0.009709855 -0.003279591 0.01169545 0.01032918 0.01225479 14
0.01005915 0.03972493 0.01097078 0.002725291 0.007716636 0.0138041 14
0.002956024 0.0234019 0.005637802 -0.01085822 -0.006530157 0.006933132 14
-0.01631941 0.01401304 0.01376182 -0.002787733 -0.002219902 0.007474608 14
-0.01648317 0.003713434 0.009876858 2.556498e-06 0.00871884 -0.001145292 14
0.01843227 -0.0008123871 -0.01910611 0.01168634 0.006947004 0.02506242 14
-0.006039475 0.01412059 -0.03801938 -0.006575163 0.008149517 0.02332992 14
0.02122559 0.001266122 -0.0206866 0.009817397 0.01306998 0.01156173 14
0.004082488 0.02663143 0.01078249 0.008978755 0.01190076 0.015699 14
0.01276825 -0.01326253 0.02522742 -0.0002138386 0.0124131 0.01221939 14
0.01977669 -0.006894949 -0.01192892 0.01059905 0.010048 0.007744083 14
0.003083645 -0.001280098 -0.007518682 -0.001123441 0.007620352 0.01834419 14
0.02411602 -0.01831312 0.02913394 -0.00436186 0.005795662 -0.008315071 14
0.008905886 -0.004173618 0.0151159 -0.008984376 0.006172555 0.01239843 14
0.009684447 0.01737293 -0.01481145 0.009856429 0.0120768 0.01328051 14
0.01300985 0.03083565 -0.01138262 0.00560971 0.006578535 0.007068671 14
0.02827455 0.02116547 -0.0007570694 0.006945603 0.01046987 0.0117019 14
0.01441135 0.05681859 -0.03868721 0.0137921 0.009913383 0.01114957 14
-0.02106196 0.006599826 0.004364496 0.005974303 0.01169302 0.001108225 14
0.002351976 -0.01562901 -0.02139985 0.01210201 0.01006212 0.01199437 14
0.03567463 0.0367083 0.02111261 -0.0008427151 0.0107287 0.004598348 14
0.01489559 0.03998629 0.03750052 0.01013514 0.01058615 0.01535144 14
0.01212546 -0.0150816 -0.004473163 0.004767026 0.01098397 0.01198195 14
0.003511152 0.00925514 -0.01954166 0.004854159 0.00663214 0.02846193 14
0.01967121 0.002091717 -0.007131602 0.00692239 0.008173223 0.012442 14
0.001612303 -0.01402294 0.01598695 0.004670724 0.01224333 0.01264911 14
0.02264866 0.02229854 0.01434509 0.01483382 0.009073632 0.005939923 14
0.02238705 -0.0006890192 0.000621017 0.005985314 0.0115105 0.01169121 14
0.02196565 -0.003587192 -0.007561108 0.009756925 0.01208604 0.01076802 14
-0.004168406 -0.04556254 -0.01097197 -0.003367792 -0.00368525 0.01083424 15
0.007895337 0.01948144 -0.02093517 0.007605469 -0.008371588 -0.001802649 15
-0.005622646 0.02082055 -0.00202728 -0.004233484 -0.008071779 -0.004356259 15
-0.0007676793 0.003402808 -0.007291378 -0.01215 -0.02118899 -0.006410543 15
8.321594e-05 -0.02559095 0.02133977 0.003386096 -0.01228122 -0.003040672 15
-0.007389312 -0.002378166 -0.009324706 0.006237278 -0.004817122 0.003288173 15
-0.02103986 -7.451967e-05 -0.01603904 0.01620041 -0.01084203 -0.01316539 15
-0.0006737989 -0.06745839 -0.03943562 -0.01068089 0.003221533 -0.01692188 15
0.004147627 0.007660466 0.002625689 -0.008674673 -0.004700786 -0.007053678 15
-0.01629532 -0.05133758 0.0001526172 -0.004995664 -0.00485841 0.007166896 15
-0.01336483 -0.01514639 -0.02252089 0.008334008 -0.0007459162 0.002776905 15
0.00502587 0.009066628 0.004852624 -0.00204576 -0.007881314 -0.004371484 15
0.00597249 -0.02541263 -0.02529777 -0.02323972 -0.0007049793 -0.009883897 15
0.0199723 0.003441995 0.01049526 -0.01057445 -0.007207778 -0.03236015 15
0.0006587062 -0.005258799 -0.01002129 -0.002372075 -0.006587371 -0.00443928 15
0.003608033 0.03805336 -0.02931226 -0.01150306 -0.004763106 -0.001541051 15
0.02437533 0.007595338 -0.009398381 -0.001554484 -0.004035996 -0.0001435425 15
0.01068509 0.009358966 -0.01417699 0.00278757 -0.001816405 -0.001213448 15
-0.03275287 0.0316682 -0.009552025 0.001731068 0.001292163 -0.0009886909 15
0.006344572 -0.0245421 -0.002534821 0.001601349 -0.006136819 -0.003098918 15
-0.01018134 -0.03601155 -0.01255511 -0.0001753522 -0.003320937 -0.01390534 15
0.004436914 -0.03361697 0.0112499 -0.01268525 -0.006262917 -0.004674387 15
-0.001908106 0.01592342 -0.0009827171 -0.001488234 -0.005292609 -0.006282351 15
-0.01164014 -0.01323537 -0.008469159 -0.001133002 -0.003587749 -0.005892258 15
-0.003350987 -0.01169068 -0.01133488 0.002107608 -0.006228088 -0.03071794 15
-0.006183058 -0.01170893 -0.01189114 -0.00780238 -0.002194978 -0.006147551 15
-0.02075233 0.006746791 -0.009850348 -0.006112854 -0.001379503 -0.0006855493 15
-0.007629152 0.007490817 0.001239501 0.000257854 -0.002678101 0.006009719 15
0.009415473 -0.02907139 -0.0140643 0.003167701 0.000332895 0.002415428 15
-0.007395342 0.01615062 -0.01183014 -0.002781618 0.001908415 -0.0003741897 15
-0.1136156 -0.4468439 -0.01228386 -0.9864307 -0.9946045 -0.9584821 16
-0.2775305 -0.2761219 0.1472491 -0.9880559 -0.9810857 -0.9858722 16
-0.2686796 -0.4583646 -0.085801 -0.9744674 -0.9570865 -0.9808793 16
-0.2970426 -0.380488 -0.1457597 -0.9767422 -0.9725865 -0.9783028 16
-0.302891 -0.2238966 0.03224155 -0.9752049 -0.9626471 -0.9833079 16
-0.1327848 -0.1803012 0.1652711 -0.9699295 -0.9731326 -0.9663411 16
-0.3460262 -0.4151531 0.02850339 -0.9821581 -0.9764035 -0.9809778 16
-0.2586886 -0.1866189 0.2501437 -0.9851888 -0.9891989 -0.973253 16
-0.2067338 -0.3352916 0.01762334 -0.9645359 -0.9699734 -0.9647405 16
-0.0521991 -0.1872202 0.2232758 -0.9889464 -0.9643115 -0.9780075 16
-0.4285163 -0.4529617 -0.08342127 -0.9803352 -0.9925274 -0.9852591 16
-0.01350661 -0.359857 0.006319144 -0.9764942 -0.9724402 -0.9692763 16
-0.2209101 -0.4873255 -0.0740908 -0.9928273 -0.9876361 -0.98542 16
-0.454497 -0.3687804 0.01295975 -0.9808907 -0.9782485 -0.9714736 16
-0.3732176 -0.1869447 0.1345938 -0.9881623 -0.9854591 -0.9817394 16
-0.3962237 -0.5210891 -0.1011869 -0.9908611 -0.9910265 -0.9884167 16
-0.3554926 -0.2926658 -0.1034365 -0.9943406 -0.992094 -0.981489 16
-0.3680569 -0.5632021 -0.3872239 -0.9916247 -0.9894367 -0.9859211 16
0.1103067 -0.1742791 0.544273 -0.9870433 -0.984792 -0.9836052 16
-0.09064504 -0.1856954 -0.1356996 -0.9820782 -0.9595283 -0.9842707 16
-0.1148889 -0.424052 0.002146557 -0.9894394 -0.9770634 -0.9848265 16
0.03587871 -0.008539927 0.08691398 -0.9816641 -0.9756391 -0.9703552 16
-0.2293281 -0.3653986 0.1989471 -0.9845618 -0.983142 -0.9863604 16
-0.4858633 -0.4987647 -0.3372189 -0.9885644 -0.9805738 -0.9863654 16
-0.6076209 -0.6636427 -0.5019684 -0.9922786 -0.9883127 -0.9733234 16
-0.3284529 -0.29088 -0.1281116 -0.9922584 -0.9904984 -0.9893158 16
-0.316184 -0.4680662 -0.003583389 -0.9906581 -0.9876284 -0.9864719 16
-0.3357002 -0.3126717 -0.01676522 -0.9762867 -0.9686046 -0.9801647 16
-0.2214335 -0.1823658 -0.02395257 -0.9935256 -0.9936528 -0.992006 16
-0.3744009 -0.5354202 -0.2266439 -0.9888646 -0.9684307 -0.9774638 16
-0.3621062 -0.1693776 -0.3578387 0.1599291 0.1560326 0.1461746 17
0.06240839 -0.138557 -0.07159631 0.03804892 0.1728418 0.1484004 17
-0.1549988 -0.1162184 0.02199517 -0.0354706 -0.07013304 0.05776164 17
0.2515002 0.392661 0.2374634 0.1260307 0.04623243 0.1537533 17
-0.17464 -0.1695392 -0.07146967 -0.08679683 -0.2197637 0.1193742 17
-0.2411575 -0.3245974 -0.3037402 -0.1005542 -0.08418308 -0.0375073 17
-0.306437 -0.01867914 -0.4179466 -0.0467523 -0.129748 0.02180617 17
0.146339 0.08946164 -0.4158562 0.1993412 0.09769429 0.1491551 17
0.6176048 0.4487626 -0.2498093 -0.01583287 -0.1663296 0.00263753 17
-0.06605083 -0.09083776 -0.07974722 0.1435728 -0.01430292 0.1608181 17
0.0916695 0.2405544 0.09447156 0.03921511 0.1566945 0.208238 17
-0.305837 -0.08863754 -0.3475306 -0.01022908 -0.1162966 -0.1126251 17
-0.02880477 -0.1217714 -0.3903445 0.1911293 -0.04518493 -0.03442443 17
0.03002108 -0.3609705 -0.166639 0.0680815 0.004486906 0.0210472 17
0.2438184 0.1472531 0.09663986 0.1805277 -0.01797096 0.1737036 17
-0.09425654 -0.1237951 -0.3456373 0.1271513 0.06776467 0.1298586 17
-0.05868574 -0.1647861 -0.2526155 0.2290877 0.1552845 0.1829755 17
0.1555635 -0.2200376 -0.1886982 0.2012909 0.02819387 0.08075006 17
-0.09047812 0.122644 -0.175509 0.06684174 0.02942814 0.07448251 17
-0.4455927 -0.474625 -0.1573734 0.1093738 -0.1305298 0.01918782 17
0.1247331 -0.1934895 -0.4139179 0.1597501 0.04257917 -0.0243212 17
0.03375932 0.06427311 0.3066798 0.1002223 0.02208475 0.106122 17
-0.4438236 -0.1679708 -0.3382009 0.03548509 -0.2412255 0.1278255 17
-0.2187452 -0.1875352 0.0001696196 1.683258e-05 -0.06095299 0.03381391 17
0.1908924 0.009970748 0.3398208 0.06651239 0.07573232 -0.05110041 17
-0.2533238 -0.07448041 0.2549176 0.1280222 0.02893021 0.1914349 17
0.3493402 -0.2905654 -0.1292674 0.02045605 0.1059049 0.1153022 17
0.4416506 -0.04016982 0.04976933 -0.05995962 -0.08541541 0.05398772 17
0.212836 0.3307224 0.1825566 0.2335268 0.1495346 0.3226226 17
0.1763764 -0.1210796 -0.1424846 0.190894 -0.1756786 0.06640986 17
0.4905549 0.3129097 0.116034 0.01656442 0.07443266 -0.0220122 18
0.2245487 0.3077737 0.1328999 0.05253058 0.1811809 0.007664282 18
0.2440509 0.3544352 -0.04359557 0.02398636 0.03362778 -0.1156389 18
0.2960456 -0.1413847 0.191113 0.08122522 0.1814424 0.09095575 18
0.3614151 0.1652271 0.4762984 -0.02767514 0.142202 -0.06991669 18
0.3220725 0.09914356 0.2739402 0.009867126 0.05794416 0.0150511 18
0.5466148 0.3410221 0.4741112 0.1741037 0.158385 0.02878227 18
0.3675066 0.3330089 -0.01046864 0.005234276 -0.004233746 0.0907018 18
-0.1237067 -0.1503723 -0.146626 -0.08721413 -0.07458014 -0.1045103 18
-0.09756118 -0.2563921 -0.1433465 -0.1282504 -0.07963861 0.05377998 18
0.4338699 0.2161783 0.1436683 -0.1628778 -0.09496914 -0.3110775 18
-0.07747294 0.1280216 0.1795416 0.02141124 -0.01943044 -0.1819421 18
0.4146284 0.3923229 0.1711751 0.09349976 0.08101386 -0.01193483 18
-0.1975865 0.2780145 0.103178 0.1147296 0.105574 -0.07037492 18
0.05614476 -0.06325685 0.1545426 -0.08217816 -0.07498989 -0.2483771 18
0.01055806 -0.1096067 0.09030198 -0.0436124 -0.08624078 -0.103662 18
0.03043794 0.1255137 0.1385349 0.001902438 0.04709206 -0.03433183 18
0.1038079 0.1975983 0.2531218 -0.02934306 0.0889811 0.03705694 18
-0.1102414 0.07086918 0.02121934 -0.04933249 0.03321704 -0.0005756472 18
0.3419329 0.4261834 -0.05096699 0.1490783 0.006791175 -0.05009256 18
0.2840426 0.4481663 0.2394219 0.08406481 0.2419499 -0.03340396 18
0.321313 0.6082753 0.240635 0.05898588 -0.03579942 0.009678004 18
0.42451 0.221032 0.3120485 0.2369508 0.397385 0.06947038 18
0.4377178 0.03285004 -0.2349499 0.02340934 -0.06675585 0.00732635 18
-0.1906054 -0.04842933 -0.1527416 0.001383396 0.07378372 -0.1021682 18
-0.1750765 0.3018869 -0.07405831 0.04578534 0.04553555 -0.059483 18
0.06015728 0.4361539 0.3981979 0.0659501 0.04017429 -0.04853046 18
0.2273336 0.0563665 -0.02054218 0.1391242 0.1063738 0.08585618 18
0.3004053 0.1266401 0.05056648 0.02472533 0.1213255 -0.09937315 18
-0.09316242 0.1728251 0.04700858 0.01209293 0.06193412 -0.0636129 18
-0.04183096 0.05054938 -0.03507819 -0.04535006 -0.02398773 -0.01655309 19
-0.05302582 -0.05769126 -0.1159474 -0.04547066 -0.02386239 -0.01847661 19
-0.02564052 0.07219803 -0.1315733 -0.03853652 -0.02466261 -0.02081705 19
-0.03179826 0.03938252 -0.1028388 -0.04944351 -0.03064493 -0.009231563 19
-0.04889199 0.03951911 -0.06829457 -0.04223552 -0.03227119 -0.0218935 19
-0.02550962 -0.07674068 -0.09608374 -0.03724423 -0.02825191 -0.007960503 19
0.002288352 -0.1387781 -0.1054096 -0.04963797 -0.02915822 -0.002826419 19
0.02350882 0.1927045 -0.1211896 -0.0547397 -0.0219672 0.005353612 19
-0.08083606 -0.1639672 -0.0916383 -0.04232888 -0.02918314 -0.01363204 19
0.0106895 0.07334472 -0.1248396 -0.04324322 -0.02818543 -0.01955594 19
-0.0426929 -0.08209097 -0.1250687 -0.03999849 -0.02931415 -0.01917438 19
-0.1045137 -0.09312341 -0.1125316 -0.04241592 -0.03000304 -0.01465468 19
-0.01742076 -0.1382938 -0.1226722 -0.03551249 -0.02954922 -0.0097361 19
-0.003476551 0.08138417 -0.01470797 -0.04404033 -0.02208865 0.005052212 19
-0.05548838 0.090334 -0.1366187 -0.03771111 -0.02624336 -0.01683009 19
-0.01517219 0.07184089 -0.02253734 -0.0412014 -0.02993373 -0.01615454 19
-0.009222655 -0.03042506 0.06777284 -0.04254916 -0.02695769 -0.02347565 19
-0.03993997 -0.04706839 -0.05765487 -0.0333057 -0.02658732 -0.02517618 19
-0.0274971 0.03885371 -0.2057754 -0.02141513 -0.02509057 -0.03120727 19
-0.02341042 0.06591933 -0.1113677 -0.03640593 -0.0241335 -0.02317606 19
-0.04593234 0.06260869 -0.126388 -0.01987128 -0.01917319 -0.03051262 19
0.0007771571 0.1349788 -0.07796112 -0.03604307 -0.02752018 -0.02083114 19
-0.06311569 0.09579402 -0.05782302 -0.04725835 -0.03273977 -0.01133997 19
-0.05451269 0.08831638 -0.0867069 -0.03562296 -0.02786115 -0.01436799 19
-0.01563054 0.05561219 0.002991129 -0.03520521 -0.02479468 0.003727235 19
-0.003340859 -0.02479508 -0.01075221 -0.03702174 -0.02453458 -0.01706562 19
-0.08558836 -0.09403449 -0.1598266 -0.03718308 -0.02673165 -0.01954273 19
-0.1058962 -0.129363 -0.1410963 -0.0339018 -0.02532815 -0.01736771 19
-0.007956682 0.09319895 -0.03741261 -0.03792711 -0.02760756 -0.0258281 19
-0.04595054 -0.003559746 -0.07455913 -0.03584265 -0.02761385 -0.02678122 19
-0.06953005 -0.16617 -0.09093713 -0.09192415 -0.05939722 -0.06448612 20
-0.04823823 -0.03208831 -0.004823292 -0.05992868 -0.08203966 -0.1118008 20
-0.07791509 -0.1392754 -0.0139358 -0.075241 -0.05851019 -0.07185072 20
-0.07269053 -0.08594717 -0.0704026 -0.08943006 -0.06182485 -0.09301282 20
-0.06901352 -0.1171956 -0.0707806 -0.08354841 -0.05098751 -0.07987096 20
-0.07444625 -0.0518982 -0.03417822 -0.08990833 -0.05898236 -0.1072183 20
-0.08371137 -0.00247162 -0.04971746 -0.03361196 -0.07743364 -0.1336057 20
-0.09579179 -0.2042054 -0.05007602 -0.09550892 -0.02801176 -0.08913741 20
-0.06255987 -0.04125879 -0.07125988 -0.04142712 -0.06081016 -0.1589029 20
-0.08195408 -0.09546002 -0.1067425 -0.06799936 -0.08768205 -0.07703257 20
-0.0705105 -0.05669288 -0.02627753 -0.07552845 -0.0765465 -0.04155999 20
-0.03442911 -0.04113145 -0.04273367 -0.07519804 -0.07000838 -0.08355374 20
-0.07984725 0.003819669 -0.02372057 -0.09026874 -0.07532052 -0.09662507 20
-0.08296828 -0.1234996 -0.09452884 -0.07134783 -0.05581088 -0.1534238 20
-0.06124279 -0.1547213 -0.03467557 -0.08034288 -0.06596375 -0.06197009 20
-0.06959557 -0.04861368 -0.06826479 -0.05745254 -0.06866773 -0.1136751 20
-0.08397733 -0.05484559 -0.1235172 -0.06692459 -0.07706321 -0.09445802 20
-0.06137274 -0.05261338 -0.06362143 -0.06857963 -0.07322601 -0.08375873 20
-0.07515693 -0.1345143 0.02747076 -0.05202079 -0.06314298 -0.0952628 20
-0.07410505 -0.174651 0.01390234 -0.06506893 -0.06983089 -0.09548996 20
-0.05902944 -0.1556224 0.01621453 -0.06530775 -0.07381159 -0.1138005 20
-0.09608807 -0.1814584 -0.06971545 -0.07936174 -0.06900677 -0.09257231 20
-0.06401979 -0.1115644 -0.08530775 -0.06843256 -0.06522648 -0.1050529 20
-0.06584359 -0.1059329 -0.05423002 -0.07501327 -0.06925467 -0.09555381 20
-0.08207681 -0.1094377 -0.1011151 -0.07480027 -0.06988769 -0.07164017 20
-0.08415077 -0.06576018 -0.1003822 -0.08406485 -0.07313858 -0.09032292 20
-0.03653482 0.002124994 -0.01631316 -0.07973456 -0.06750712 -0.09578396 20
-0.01728222 0.0212251 0.007105643 -0.06739439 -0.07390016 -0.09744873 20
-0.08196015 -0.1523281 -0.08510459 -0.07557977 -0.07210607 -0.07618144 20
-0.06491709 -0.07796065 -0.06931124 -0.07435356 -0.06703344 -0.07614764 20
0.08494482 0.05835955 0.09008501 0.06293138 0.07480075 0.1486894 21
0.08283366 0.0688374 0.09717381 0.04122775 0.08783517 0.1448828 21
0.08134859 0.02156037 0.1238267 0.0940114 0.06652621 0.1379996 21
0.08056772 0.08437538 0.05926395 0.1011503 0.07556364 0.1697204 21
0.08154355 0.04244428 0.080656 0.08239345 0.06909458 0.1598944 21
0.08388088 0.0664234 0.08700126 0.0854346 0.07673947 0.1791021 21
0.06411046 0.1392171 0.1168948 0.02594767 0.0851045 0.15592 21
0.05096579 -0.0724546 0.1141439 0.07160488 0.06368891 0.1381883 21
0.1116298 0.1456946 0.1168044 0.08079193 0.09924093 0.101275 21
0.09866957 0.08796642 0.07244337 0.07459589 0.1032516 0.1047205 21
0.08437445 0.06380544 0.05752446 0.07617394 0.08105882 0.152019 21
0.09997391 0.08980228 0.0895435 0.07284622 0.07425682 0.1451918 21
0.07842056 0.1166796 0.1112842 0.0823432 0.08547125 0.1178196 21
0.05132227 -0.04413819 0.03533445 0.09285236 0.07904759 0.1491241 21
0.08424849 0.09116815 0.07117582 0.09519781 0.07619467 0.1134519 21
0.08186507 -0.00779288 0.08353801 0.07957363 0.08673427 0.09662103 21
0.07571327 0.05609314 0.01628787 0.08600538 0.08805619 0.1114405 21
0.09447184 0.09067365 0.09874717 0.08481405 0.08431907 0.09377819 21
0.0798107 -0.0002332482 0.1639625 0.09689807 0.07105202 0.1086051 21
0.08513599 0.05870194 0.1039005 0.06428821 0.07736714 0.1236802 21
0.09837159 -0.005468298 0.14861 0.0831326 0.08648633 0.09809065 21
0.07752666 0.01573592 0.05007088 0.08044268 0.07334666 0.1450039 21
0.1077005 -0.03255575 0.09536025 0.06456732 0.0816889 0.1110786 21
0.09720063 0.02482907 0.1119737 0.08004402 0.07712461 0.1117307 21
0.08678687 0.09962274 0.09807502 0.08527839 0.08526854 0.1397187 21
0.08510692 0.0721459 0.0822214 0.07111095 0.07767068 0.1524363 21
0.1182678 0.1401299 0.152695 0.08337528 0.07168415 0.1187384 21
0.1160659 0.103721 0.1386224 0.0870254 0.08651731 0.09357912 21
0.08568522 0.08543181 0.08222441 0.0580496 0.08275838 0.127412 21
0.08395682 0.08146993 0.08957678 0.07020026 0.08025148 0.09384722 21
-0.4735355 -0.5448711 -0.4580305 -0.9772113 -0.9871919 -0.8735439 22
-0.5615503 -0.4392531 -0.3207892 -0.985742 -0.9729986 -0.9882752 22
-0.5718696 -0.4560393 -0.2616534 -0.9654348 -0.9004622 -0.9745458 22
-0.5009167 -0.454431 -0.3702447 -0.9701318 -0.909688 -0.9731024 22
-0.4908775 -0.4433423 -0.4606468 -0.9662255 -0.9103952 -0.9794987 22
-0.446021 -0.3219737 -0.1983039 -0.9573677 -0.9475613 -0.9553782 22
-0.5033135 -0.3638532 -0.4077441 -0.941871 -0.9452477 -0.9601268 22
-0.1992097 -0.3674284 -0.2584309 -0.9845241 -0.9729904 -0.965204 22
-0.4761635 -0.3439766 -0.3964292 -0.95902 -0.9219906 -0.9422465 22
-0.4142055 -0.3085347 -0.3047454 -0.9888731 -0.9298951 -0.9617132 22
-0.5963469 -0.5013316 -0.374069 -0.9881649 -0.9802425 -0.9808369 22
-0.5462635 -0.5266593 -0.3621431 -0.9744254 -0.8836553 -0.9660907 22
-0.3760599 -0.5410667 -0.4170142 -0.9858443 -0.9555774 -0.9721435 22
-0.6003882 -0.4542833 -0.3545516 -0.98083 -0.9610918 -0.957221 22
-0.3296246 -0.4152513 -0.3186925 -0.9882041 -0.9477908 -0.9571677 22
-0.6541718 -0.5080872 -0.4541885 -0.9810374 -0.9734001 -0.9770108 22
-0.4798135 -0.4965627 -0.3704369 -0.9896383 -0.9813731 -0.9758931 22
-0.7044398 -0.5938415 -0.502473 -0.991957 -0.9622542 -0.9928726 22
-0.0264358 -0.4068 0.2676572 -0.9846253 -0.9461097 -0.9813576 22
-0.2329406 -0.4927012 -0.2049396 -0.976309 -0.8867492 -0.9844774 22
-0.4322329 -0.5319094 -0.4421486 -0.9884105 -0.9625145 -0.9754119 22
-0.3185379 -0.3014917 -0.2373492 -0.9810992 -0.917837 -0.9566419 22
-0.4943226 -0.5506646 -0.416133 -0.9803637 -0.9420112 -0.9818494 22
-0.5805974 -0.5774264 -0.4319191 -0.9881116 -0.9607387 -0.9826517 22
-0.4011588 -0.4890118 -0.2888248 -0.9899076 -0.9713574 -0.8897696 22
-0.4928857 -0.5502744 -0.3313129 -0.9910277 -0.9737851 -0.9903282 22
-0.6068602 -0.562461 -0.3637229 -0.9884924 -0.969902 -0.9888372 22
-0.5037986 -0.5188182 -0.2681063 -0.979672 -0.8840322 -0.9551623 22
-0.5988687 -0.3239047 -0.2820773 -0.9901787 -0.9779948 -0.9942766 22
-0.3879206 -0.4938375 -0.2659232 -0.9881327 -0.9114085 -0.9736628 22
-0.06303293 -0.3641627 -0.1910327 0.1525111 -0.005127138 0.2525428 23
0.1059008 0.1841551 0.2304212 0.1820806 0.06725737 0.3269282 23
0.001854725 -0.251867 -0.02575523 0.001385417 -0.0158655 0.1118393 23
0.06401113 0.333938 0.4205726 0.09475021 0.2374792 0.4176355 23
0.08935381 -0.1969952 -0.1376341 0.2569885 -0.1225382 -0.1926564 23
-0.0745772 -0.3308312 -0.1263673 0.01876062 -0.06474624 0.2474731 23
0.2320276 0.1667008 -0.02362314 0.3102206 -0.1290506 0.4415025 23
-0.3473464 -0.3519128 -0.1368825 0.2209744 -0.1765996 0.2296097 23
-0.3381067 0.2159834 0.09242542 0.06841718 0.2094725 0.1067548 23
0.2294253 0.02532555 -0.09195628 -0.09858087 -0.1412293 -0.04926218 23
0.1094396 0.08778387 -0.08798804 0.1106456 0.08776495 0.2276635 23
-0.1272421 -0.2357748 -0.08424053 0.05529399 -0.1293259 0.3153571 23
0.00539586 -0.1409023 -0.08278594 0.4873796 -0.01989982 -0.1218912 23
-0.2209241 0.3925113 -0.0029381 -0.003983693 -0.3480626 0.2865929 23
-0.05698143 -0.2749851 -0.02318323 -0.0976775 -0.08039167 0.07037255 23
0.1202273 0.08305884 -0.06972539 -0.1560943 -0.2005307 -0.2035645 23
